"Time";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss";
"17.03.2024 02:00";"-1.4";"752.8";"769.1";"";"61";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.0";"";"";"";"";"";"";
"16.03.2024 23:00";"0.3";"752.4";"768.6";"";"50";"Ветер, дующий с западо-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.9";"";"";"";"";"";"";
"16.03.2024 20:00";"2.7";"752.1";"768.2";"";"50";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"5.7";"";"";"";"";"";"";"-6.8";"Осадков нет";"12";"";"";"";"";
"16.03.2024 17:00";"4.2";"751.7";"767.7";"";"54";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.4";"";"";"";"";"";"";
"16.03.2024 14:00";"5.1";"751.2";"767.1";"";"48";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.0";"";"";"";"";"";"";
"16.03.2024 11:00";"0.3";"751.1";"767.3";"";"64";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.8";"";"";"";"";"";"";
"16.03.2024 08:00";"-0.8";"749.8";"766.0";"";"68";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"-1.4";"";"";"";"";"";"";"";"-6.0";"Осадков нет";"12";"";"";"";"";
"16.03.2024 05:00";"-1.2";"748.8";"765.0";"";"70";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.1";"";"";"";"";"";"";
"16.03.2024 02:00";"-1.1";"748.4";"764.6";"";"73";"Ветер, дующий с западо-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.3";"";"";"";"";"";"";
"15.03.2024 23:00";"-0.5";"747.8";"764.0";"";"68";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.8";"";"";"";"";"";"";
"15.03.2024 20:00";"0.8";"747.1";"763.2";"";"57";"Ветер, дующий с западо-юго-запада";"2";"";"";"";" ";"";"";"";"4.8";"";"";"";"";"";"";"-6.9";"Осадков нет";"12";"";"";"";"";
"15.03.2024 17:00";"4.2";"746.9";"762.8";"";"41";"Ветер, дующий с западо-юго-запада";"2";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.0";"";"";"";"";"";"";
"15.03.2024 14:00";"3.5";"747.5";"763.4";"";"45";"Ветер, дующий с западо-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.3";"";"";"";"";"";"";
"15.03.2024 11:00";"0.4";"748.4";"764.5";"";"68";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.9";"";"";"";"";"";"";
"15.03.2024 08:00";"-1.6";"748.9";"765.1";"";"80";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"-2.3";"";"";"";"";"";"";"";"-4.7";"Осадков нет";"12";"";"";"";"";
"15.03.2024 05:00";"-2.3";"749.2";"765.4";"";"84";"Ветер, дующий с западо-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.6";"";"";"";"";"";"";
"15.03.2024 02:00";"-1.7";"749.2";"765.2";"";"70";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.6";"";"";"";"";"";"";
"14.03.2024 23:00";"-1.3";"748.9";"765.2";"";"68";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.6";"";"";"";"";"";"";
"14.03.2024 20:00";"-0.8";"748.8";"765.1";"";"84";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"2.8";"";"";"";"";"";"";"-3.2";"Осадков нет";"12";"";"";"";"";
"14.03.2024 17:00";"2.2";"748.2";"764.2";"";"53";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.6";"";"";"";"";"";"";
"14.03.2024 14:00";"1.0";"748.3";"764.5";"";"56";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.0";"";"";"";"";"";"";
"14.03.2024 11:00";"-1.9";"748.6";"764.9";"";"66";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.4";"";"";"";"";"";"";
"14.03.2024 08:00";"-4.1";"748.6";"765.0";"";"77";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"-4.7";"";"";"";"";"";"";"";"-7.5";"Осадков нет";"12";"";"";"";"";
"14.03.2024 05:00";"-3.9";"748.3";"764.8";"";"75";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.7";"";"";"";"";"";"";
"14.03.2024 02:00";"-4.0";"748.6";"765.8";"";"75";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.9";"";"";"";"";"";"";
"13.03.2024 23:00";"-4.0";"749.4";"765.8";"";"75";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.9";"";"";"";"";"";"";
"13.03.2024 20:00";"-4.7";"749.3";"765.8";"";"83";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"-3.3";"";"";"";"";"";"";"-7.2";"Осадков нет";"12";"";"";"";"";
"13.03.2024 17:00";"-3.8";"749.2";"765.6";"";"70";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.6";"";"";"";"";"";"";
"13.03.2024 14:00";"-4.6";"749.9";"766.4";"";"70";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.3";"";"";"";"";"";"";
"13.03.2024 11:00";"-8.3";"750.4";"767.0";"";"84";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.5";"";"";"";"";"";"";
"13.03.2024 08:00";"-18.8";"750.4";"767.8";"";"80";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-19.3";"";"";"";"";"";"";"";"-21.4";"Осадков нет";"12";"";"";"";"";
"13.03.2024 05:00";"-17.6";"749.9";"767.2";"";"81";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-20.1";"";"";"";"";"";"";
"13.03.2024 02:00";"-16.4";"749.8";"767.0";"";"82";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-18.8";"";"";"";"";"";"";
"12.03.2024 23:00";"-11.4";"749.0";"765.9";"";"87";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.1";"";"";"";"";"";"";
"12.03.2024 20:00";"-9.0";"748.0";"764.8";"";"84";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"-5.1";"";"";"";"";"";"";"-11.3";"Осадков нет";"12";"";"";"";"";
"12.03.2024 17:00";"-5.1";"746.8";"763.3";"";"60";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-11.7";"";"";"";"";"";"";
"12.03.2024 14:00";"-6.3";"746.4";"762.9";"";"66";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-11.7";"";"";"";"";"";"";
"12.03.2024 11:00";"-9.5";"746.2";"762.9";"";"69";"Ветер, дующий с востоко-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.2";"";"";"";"";"";"";
"12.03.2024 08:00";"-12.5";"745.5";"762.4";"";"75";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-16.0";"Осадков нет";"12";"";"";"";"";
"12.03.2024 05:00";"-12.6";"745.5";"762.4";"";"75";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-16.1";"";"";"";"";"";"";
"12.03.2024 02:00";"-12.7";"745.7";"762.6";"";"78";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-15.8";"";"";"";"";"";"";
"11.03.2024 23:00";"-12.5";"746.0";"762.9";"";"74";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-16.3";"";"";"";"";"";"";
"11.03.2024 20:00";"-12.9";"746.0";"763.0";"";"67";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"-7.0";"";"";"";"";"";"";"-17.8";"Осадков нет";"12";"";"";"";"";
"11.03.2024 17:00";"-7.8";"746.1";"762.7";"";"45";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-17.9";"";"";"";"";"";"";
"11.03.2024 14:00";"-8.4";"746.7";"763.3";"";"55";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-15.9";"";"";"";"";"";"";
"11.03.2024 11:00";"-12.9";"747.0";"763.9";"";"75";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-16.4";"";"";"";"";"";"";
"11.03.2024 08:00";"-18.9";"746.4";"763.7";"";"81";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-19.5";"";"";"";"";"";"";"";"-21.3";"Осадков нет";"12";"";"";"";"";
"11.03.2024 05:00";"-18.9";"746.0";"763.3";"";"84";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-20.9";"";"";"";"";"";"";
"11.03.2024 02:00";"-16.6";"745.6";"762.8";"";"83";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-18.8";"";"";"";"";"";"";
"10.03.2024 23:00";"-13.8";"745.2";"762.1";"";"80";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-16.6";"";"";"";"";"";"";
"10.03.2024 20:00";"-11.5";"744.3";"761.0";"";"69";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"-5.7";"";"";"";"";"";"";"-16.1";"Осадков нет";"12";"";"";"";"";
"10.03.2024 17:00";"-6.4";"743.7";"760.2";"";"49";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-15.5";"";"";"";"";"";"";
"10.03.2024 14:00";"-7.4";"743.4";"759.9";"";"59";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.2";"";"";"";"";"";"";
"10.03.2024 11:00";"-10.8";"743.0";"759.7";"";"73";"Ветер, дующий с западо-северо-запада";"1";"";"";"";" ";"";"";"-14.2";"";"";"";"";"";"";"";"-14.7";"";"";"";"";"";"";
"10.03.2024 08:00";"-13.7";"742.5";"759.4";"";"83";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"-13.7";"";"";"";"";"";"";"";"-16.0";"Осадков нет";"12";"";"";"";"";
"10.03.2024 05:00";"-10.1";"741.9";"758.5";"";"78";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.3";"";"";"";"";"";"";
"10.03.2024 02:00";"-8.1";"741.5";"758.0";"";"78";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-11.3";"";"";"";"";"";"";
"09.03.2024 23:00";"-6.0";"741.0";"757.3";"";"78";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.3";"";"";"";"";"";"";
"09.03.2024 20:00";"-4.3";"740.5";"756.7";"";"86";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"-2.7";"";"";"";"";"";"";"-6.3";"Осадков нет";"12";"";"";"";"";
"09.03.2024 17:00";"-3.0";"740.0";"756.1";"";"71";"Ветер, дующий с западо-северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.6";"";"";"";"";"";"";
"09.03.2024 14:00";"-3.5";"739.5";"755.7";"";"72";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.8";"";"";"";"";"";"";
"09.03.2024 11:00";"-4.9";"739.3";"755.5";"";"87";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"-10.4";"";"";"";"";"";"";"";"-6.8";"";"";"";"";"";"";
"09.03.2024 08:00";"-10.3";"738.7";"755.3";"";"88";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-10.4";"";"";"";"";"";"";"";"-12.0";"Осадков нет";"12";"";"";"";"";
"09.03.2024 05:00";"-6.8";"738.7";"755.1";"";"90";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.2";"";"";"";"";"";"";
"09.03.2024 02:00";"-8.2";"738.8";"755.3";"";"90";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.6";"";"";"";"";"";"";
"08.03.2024 23:00";"-5.6";"739.0";"755.2";"";"89";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.1";"";"";"";"";"";"";
"08.03.2024 20:00";"-4.3";"739.2";"755.4";"";"87";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"-2.5";"";"";"";"";"";"";"-6.1";"Осадков нет";"12";"";"";"";"";
"08.03.2024 17:00";"-2.9";"738.8";"754.9";"";"77";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.4";"";"";"";"";"";"";
"08.03.2024 14:00";"-3.2";"738.7";"754.9";"";"77";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.7";"";"";"";"";"";"";
"08.03.2024 11:00";"-4.3";"738.9";"755.1";"";"79";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.4";"";"";"";"";"";"";
"08.03.2024 08:00";"-5.6";"739.3";"755.5";"";"85";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"-6.4";"";"";"";"";"";"";"";"-7.8";"Осадков нет";"12";"";"";"";"";
"08.03.2024 05:00";"-5.6";"740.2";"756.5";"";"85";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.8";"";"";"";"";"";"";
"08.03.2024 02:00";"-5.7";"741.3";"757.6";"";"86";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.7";"";"";"";"";"";"";
"07.03.2024 23:00";"-6.0";"743.1";"759.5";"";"83";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.4";"";"";"";"";"";"";
"07.03.2024 20:00";"-6.2";"744.7";"761.1";"";"71";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"-4.7";"";"";"";"";"";"";"-10.7";"Осадков нет";"12";"";"";"";"";
"07.03.2024 17:00";"-4.9";"745.9";"762.3";"";"58";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.0";"";"";"";"";"";"";
"07.03.2024 14:00";"-6.0";"747.6";"764.1";"";"57";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.2";"";"";"";"";"";"";
"07.03.2024 11:00";"-7.9";"748.9";"765.6";"";"69";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.7";"";"";"";"";"";"";
"07.03.2024 08:00";"-10.8";"749.5";"766.3";"";"84";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-14.7";"";"";"";"";"";"";"";"-13.0";"Осадков нет";"12";"";"";"";"";
"07.03.2024 05:00";"-12.4";"749.8";"766.8";"";"85";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.5";"";"";"";"";"";"";
"07.03.2024 02:00";"-11.5";"750.0";"766.9";"";"81";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.2";"";"";"";"";"";"";
"06.03.2024 23:00";"-14.5";"750.1";"767.2";"";"86";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-16.3";"";"";"";"";"";"";
"06.03.2024 20:00";"-10.6";"749.9";"766.8";"";"69";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"-7.3";"";"";"";"";"";"";"-15.3";"Осадков нет";"12";"";"";"";"";
"06.03.2024 17:00";"-7.5";"749.6";"766.3";"";"67";"Ветер, дующий с западо-северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.7";"";"";"";"";"";"";
