"Time";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss";
"22.03.2024 09:00";"-0.9";"751.5";"765.2";"";"72";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-4.4";"";"";"";"";"";"";"";"-5.3";"Осадков нет";"12";"";"";"";"";
"22.03.2024 06:00";"-4.1";"752.0";"766.0";"";"80";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-4.2";"";"";"";"";"";"";"";"-7.0";"Осадков нет";"12";"";"";"";"";
"22.03.2024 03:00";"-1.5";"752.7";"766.5";"";"70";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.3";"";"";"";"";"";"";
"22.03.2024 00:00";"-1.3";"753.4";"767.2";"";"73";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.5";"";"";"";"";"";"";
"21.03.2024 21:00";"2.6";"753.7";"767.4";"";"61";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"8.2";"";"";"";"";"";"";"-4.2";"Осадков нет";"12";"";"";"";"";
"21.03.2024 18:00";"6.6";"754.1";"767.6";"";"47";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.0";"Осадков нет";"12";"";"";"";"";
"21.03.2024 15:00";"7.4";"755.1";"768.5";"";"32";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.3";"";"";"";"";"";"";
"21.03.2024 12:00";"6.6";"755.9";"769.4";"";"32";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.0";"";"";"";"";"";"";
"21.03.2024 09:00";"0.1";"756.2";"770.0";"";"66";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-7.4";"";"";"";"";"";"";"";"-5.5";"Осадков нет";"12";"";"";"";"";
"21.03.2024 06:00";"-7.0";"756.1";"770.3";"";"89";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-7.0";"";"";"";"";"";"";"";"-8.5";"Осадков нет";"12";"";"";"";"";
"21.03.2024 03:00";"-5.3";"756.3";"770.4";"";"89";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.8";"";"";"";"";"";"";
"21.03.2024 00:00";"-3.3";"756.2";"770.2";"";"82";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.0";"";"";"";"";"";"";
"20.03.2024 21:00";"-0.9";"756.0";"769.9";"";"71";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"8.1";"";"";"";"";"";"";"-5.5";"Осадков нет";"12";"";"";"";"";
"20.03.2024 18:00";"6.0";"755.5";"769.0";"";"30";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.3";"Осадков нет";"12";"";"";"";"";
"20.03.2024 15:00";"7.9";"755.8";"769.3";"";"39";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.2";"";"";"";"";"";"";
"20.03.2024 12:00";"3.7";"756.4";"770.0";"";"61";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"20.03.2024 09:00";"-2.8";"756.3";"770.2";"";"97";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-5.1";"";"";"";"";"";"";"";"-3.2";"Осадков нет";"12";"";"";"";"";
"20.03.2024 06:00";"-4.8";"755.7";"769.7";"";"96";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-4.8";"";"";"";"";"";"";"";"-5.3";"Осадков нет";"12";"";"";"";"";
"20.03.2024 03:00";"-2.5";"755.8";"769.7";"";"95";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"20.03.2024 00:00";"-1.4";"755.8";"769.7";"";"94";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.2";"";"";"";"";"";"";
"19.03.2024 21:00";"0.4";"755.5";"769.3";"";"87";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"2.9";"";"";"";"";"";"";"-1.5";"Осадков нет";"12";"";"";"";"";
"19.03.2024 18:00";"2.1";"755.0";"768.7";"";"79";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.2";"Осадков нет";"12";"";"";"";"";
"19.03.2024 15:00";"2.8";"755.0";"768.7";"";"79";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"19.03.2024 12:00";"2.1";"754.9";"768.6";"";"86";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.0";"";"";"";"";"";"";
"19.03.2024 09:00";"1.2";"754.4";"768.1";"";"91";"Штиль, безветрие";"0";"";"";"";" ";"";"";"0.6";"";"";"";"";"";"";"";"-0.2";"Осадков нет";"12";"";"";"";"";
"19.03.2024 06:00";"0.9";"753.7";"767.4";"";"90";"Штиль, безветрие";"0";"";"";"";" ";"";"";"0.6";"";"";"";"";"";"";"";"-0.5";"Осадков нет";"12";"";"";"";"";
"19.03.2024 03:00";"0.9";"753.6";"767.2";"";"90";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"19.03.2024 00:00";"1.1";"753.3";"766.9";"";"89";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"18.03.2024 21:00";"0.9";"752.6";"766.3";"";"89";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"3.3";"";"";"";"";"";"";"-0.8";"Осадков нет";"12";"";"";"";"";
"18.03.2024 18:00";"2.6";"751.5";"765.1";"";"77";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.0";"Осадков нет";"12";"";"";"";"";
"18.03.2024 15:00";"3.1";"751.0";"764.6";"";"79";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"18.03.2024 12:00";"2.2";"750.6";"764.2";"";"83";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"18.03.2024 09:00";"0.8";"749.9";"763.6";"";"88";"Штиль, безветрие";"0";"";"";"";" ";"";"";"0.3";"";"";"";"";"";"";"";"-1.0";"Осадков нет";"12";"";"";"";"";
"18.03.2024 06:00";"0.4";"749.0";"762.7";"";"89";"Штиль, безветрие";"0";"";"";"";" ";"";"";"0.4";"";"";"";"";"";"";"";"-1.2";"Осадков нет";"12";"";"";"";"";
"18.03.2024 03:00";"0.8";"748.7";"762.4";"";"85";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"";"";"";"";"";"";
"18.03.2024 00:00";"1.3";"748.7";"762.3";"";"80";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.8";"";"";"";"";"";"";
"17.03.2024 21:00";"2.2";"748.9";"762.4";"";"73";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"6.0";"";"";"";"";"";"";"-2.2";"Осадков нет";"12";"";"";"";"";
"17.03.2024 18:00";"3.6";"748.8";"762.3";"";"66";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.3";"Осадков нет";"12";"";"";"";"";
"17.03.2024 15:00";"5.6";"749.3";"762.7";"";"56";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.5";"";"";"";"";"";"";
"17.03.2024 12:00";"5.0";"749.8";"763.3";"";"55";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.3";"";"";"";"";"";"";
"17.03.2024 09:00";"-1.1";"750.4";"764.2";"";"83";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"-4.1";"";"";"";"";"";"";"";"-3.6";"Осадков нет";"12";"";"";"";"";
"17.03.2024 06:00";"-3.6";"750.7";"764.5";"";"89";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"-3.6";"";"";"";"";"";"";"";"-5.2";"Осадков нет";"12";"";"";"";"";
"17.03.2024 03:00";"-1.9";"751.4";"765.2";"";"84";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.3";"";"";"";"";"";"";
"17.03.2024 00:00";"-0.7";"751.6";"765.4";"";"80";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.8";"";"";"";"";"";"";
"16.03.2024 21:00";"1.5";"751.9";"765.6";"";"70";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"7.4";"";"";"";"";"";"";"-3.5";"Осадков нет";"12";"";"";"";"";
"16.03.2024 18:00";"5.1";"751.9";"765.4";"";"59";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.3";"Осадков нет";"12";"";"";"";"";
"16.03.2024 15:00";"7.4";"752.6";"766.0";"";"58";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.3";"";"";"";"";"";"";
"16.03.2024 12:00";"6.1";"753.1";"766.6";"";"63";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"16.03.2024 09:00";"1.8";"753.3";"766.9";"";"80";"Штиль, безветрие";"0";"";"";"";" ";"";"";"0.8";"";"";"";"";"";"";"";"-1.3";"Осадков нет";"12";"";"";"";"";
"16.03.2024 06:00";"1.1";"753.0";"766.6";"";"85";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"0.8";"";"";"";"";"";"";"";"-1.2";"Осадков нет";"12";"";"";"";"";
"16.03.2024 03:00";"1.5";"753.2";"766.9";"";"85";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.8";"";"";"";"";"";"";
"16.03.2024 00:00";"1.6";"753.0";"766.6";"";"83";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.0";"";"";"";"";"";"";
"15.03.2024 21:00";"2.9";"753.0";"766.6";"";"80";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"4.6";"";"";"";"";"";"";"-0.3";"Осадков нет";"12";"";"";"";"";
"15.03.2024 18:00";"3.0";"752.4";"766.0";"";"76";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.8";"Осадков нет";"12";"";"";"";"";
"15.03.2024 15:00";"3.7";"752.8";"766.3";"";"69";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"";"";"";"";"";"";
"15.03.2024 12:00";"4.2";"753.0";"766.5";"";"62";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.6";"";"";"";"";"";"";
"15.03.2024 09:00";"-1.3";"753.0";"766.8";"";"77";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"-4.8";"";"";"";"";"";"";"";"-4.8";"Осадков нет";"12";"";"";"";"";
"15.03.2024 06:00";"-4.6";"752.7";"766.7";"";"87";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"-4.7";"";"";"";"";"";"";"";"-6.5";"Осадков нет";"12";"";"";"";"";
"15.03.2024 03:00";"-4.0";"752.8";"766.9";"";"82";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.6";"";"";"";"";"";"";
"15.03.2024 00:00";"-2.4";"753.4";"767.2";"";"74";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.5";"";"";"";"";"";"";
"14.03.2024 21:00";"-0.6";"753.5";"767.3";"";"66";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"4.8";"";"";"";"";"";"";"-6.3";"Осадков нет";"12";"";"";"";"";
"14.03.2024 18:00";"3.7";"753.3";"766.9";"";"48";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.5";"Осадков нет";"12";"";"";"";"";
"14.03.2024 15:00";"4.2";"754.0";"767.6";"";"49";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.8";"";"";"";"";"";"";
"14.03.2024 09:00";"-4.6";"754.9";"769.0";"";"82";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"-8.5";"";"";"";"";"";"";"";"-7.3";"Осадков нет";"12";"";"";"";"";
"14.03.2024 06:00";"-6.7";"755.2";"769.3";"";"83";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-6.7";"";"";"";"";"";"";"";"-9.2";"Осадков нет";"12";"";"";"";"";
"14.03.2024 03:00";"-4.9";"755.7";"769.7";"";"76";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.5";"";"";"";"";"";"";
"14.03.2024 00:00";"-2.8";"755.5";"769.5";"";"69";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.8";"";"";"";"";"";"";
"13.03.2024 21:00";"-1.1";"755.8";"769.6";"";"63";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"3.7";"";"";"";"";"";"";"-7.3";"Осадков нет";"12";"";"";"";"";
"13.03.2024 18:00";"2.6";"755.7";"769.3";"";"48";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.3";"Осадков нет";"12";"";"";"";"";
"13.03.2024 15:00";"3.6";"756.6";"770.2";"";"45";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.3";"";"";"";"";"";"";
"13.03.2024 12:00";"2.5";"757.3";"771.0";"";"49";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.3";"";"";"";"";"";"";
"13.03.2024 09:00";"-5.3";"757.0";"771.1";"";"87";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-11.0";"";"";"";"";"";"";"";"-7.2";"Осадков нет";"12";"";"";"";"";
"13.03.2024 06:00";"-10.2";"757.0";"771.3";"";"92";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-10.2";"";"";"";"";"";"";"";"-11.3";"Осадков нет";"12";"";"";"";"";
"13.03.2024 03:00";"-9.4";"756.6";"770.9";"";"92";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.5";"";"";"";"";"";"";
"13.03.2024 00:00";"-6.3";"756.1";"770.3";"";"89";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.8";"";"";"";"";"";"";
"12.03.2024 21:00";"-3.8";"756.0";"770.0";"";"82";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"4.3";"";"";"";"";"";"";"-6.5";"Осадков нет";"12";"";"";"";"";
"12.03.2024 18:00";"3.4";"755.5";"769.1";"";"49";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.5";"Осадков нет";"12";"";"";"";"";
"12.03.2024 15:00";"4.0";"755.5";"769.0";"";"45";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.0";"";"";"";"";"";"";
"12.03.2024 12:00";"2.3";"755.8";"769.4";"";"52";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.6";"";"";"";"";"";"";
"12.03.2024 09:00";"-0.1";"755.6";"769.4";"";"69";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"-0.6";"";"";"";"";"";"";"";"-5.2";"Осадков нет";"12";"";"";"";"";
"12.03.2024 06:00";"-0.5";"754.6";"768.4";"";"69";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"-0.5";"";"";"";"";"";"";"";"-5.6";"Осадков нет";"12";"";"";"";"";
"12.03.2024 03:00";"0.0";"754.2";"768.0";"";"64";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.0";"";"";"";"";"";"";
"12.03.2024 00:00";"0.5";"754.0";"767.7";"";"62";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.0";"";"";"";"";"";"";
"11.03.2024 21:00";"0.8";"753.6";"767.3";"";"64";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"1.7";"";"";"";"";"";"";"-5.3";"Осадков нет";"12";"";"";"";"";
"11.03.2024 18:00";"1.3";"753.5";"767.2";"";"59";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.0";"Осадков нет";"12";"";"";"";"";
"11.03.2024 15:00";"1.2";"754.0";"767.8";"";"56";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.6";"";"";"";"";"";"";
"11.03.2024 12:00";"-1.3";"755.2";"769.1";"";"64";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.3";"";"";"";"";"";"";
"11.03.2024 09:00";"-6.8";"755.9";"770.1";"";"86";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"-14.2";"";"";"";"";"";"";"";"-8.8";"Осадков нет";"12";"";"";"";"";
"11.03.2024 06:00";"-9.6";"755.5";"769.8";"";"83";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-14.2";"";"";"";"";"";"";"";"-12.0";"Осадков нет";"12";"";"";"";"";
"11.03.2024 03:00";"-10.4";"754.9";"769.3";"";"86";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.3";"";"";"";"";"";"";
"11.03.2024 00:00";"-12.3";"754.1";"768.5";"";"87";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.0";"";"";"";"";"";"";
"10.03.2024 21:00";"-10.3";"753.7";"768.0";"";"80";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"-2.8";"";"";"";"";"";"";"-13.2";"Осадков нет";"12";"";"";"";"";
"10.03.2024 12:00";"-4.9";"751.7";"765.7";"";"52";"Ветер, дующий с юго-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.3";"";"";"";"";"";"";
"10.03.2024 09:00";"-10.5";"751.3";"765.5";"";"73";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-13.9";"";"";"";"";"";"";"";"-14.5";"Осадков нет";"12";"";"";"";"";
"10.03.2024 06:00";"-13.3";"750.4";"764.8";"";"87";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-13.9";"";"";"";"";"";"";"";"-15.0";"Осадков нет";"12";"";"";"";"";
"10.03.2024 03:00";"-13.5";"750.3";"764.7";"";"86";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-15.3";"";"";"";"";"";"";
"10.03.2024 00:00";"-13.0";"750.3";"764.7";"";"82";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-15.5";"";"";"";"";"";"";
"09.03.2024 21:00";"-8.7";"750.4";"764.5";"";"62";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"-2.4";"";"";"";"";"";"";"-14.8";"Осадков нет";"12";"";"";"";"";
"09.03.2024 18:00";"-3.6";"749.8";"763.6";"";"47";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.5";"Осадков нет";"12";"";"";"";"";
"09.03.2024 15:00";"-2.4";"749.6";"763.4";"";"47";"Ветер, дующий с юго-юго-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.3";"";"";"";"";"";"";
"09.03.2024 12:00";"-3.7";"749.5";"763.3";"";"55";"Ветер, дующий с юго-юго-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-11.6";"";"";"";"";"";"";
"09.03.2024 09:00";"-5.6";"749.2";"763.1";"";"70";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"-6.1";"";"";"";"";"";"";"";"-10.3";"Осадков нет";"12";"";"";"";"";
"09.03.2024 06:00";"-4.8";"748.3";"762.1";"";"76";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"-4.8";"";"";"";"";"";"";"";"-8.5";"0.3";"12";"";"";"";"";
"09.03.2024 03:00";"-3.4";"747.7";"761.5";"";"82";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.0";"";"";"";"";"";"";
"09.03.2024 00:00";"-3.8";"747.4";"761.2";"";"89";"Ветер, дующий с юго-юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.3";"";"";"";"";"";"";
"08.03.2024 21:00";"-2.0";"747.2";"761.0";"";"93";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"-0.2";"";"";"";"";"";"";"-3.0";"0.3";"12";"";"";"";"";
"08.03.2024 18:00";"-0.3";"747.0";"760.6";"";"75";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.3";"Осадков нет";"12";"";"";"";"";
"08.03.2024 15:00";"-0.8";"746.8";"760.5";"";"77";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.3";"";"";"";"";"";"";
"08.03.2024 12:00";"-2.6";"747.2";"761.0";"";"83";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.2";"";"";"";"";"";"";
"08.03.2024 09:00";"-5.6";"747.7";"761.6";"";"91";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"-7.5";"";"";"";"";"";"";"";"-6.8";"Осадков нет";"12";"";"";"";"";
"08.03.2024 06:00";"-6.4";"748.5";"762.4";"";"85";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"-7.5";"";"";"";"";"";"";"";"-8.5";"Осадков нет";"12";"";"";"";"";
"08.03.2024 03:00";"-6.5";"749.8";"763.8";"";"86";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.5";"";"";"";"";"";"";
"08.03.2024 00:00";"-6.8";"750.7";"764.8";"";"83";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.2";"";"";"";"";"";"";
"07.03.2024 21:00";"-3.6";"751.6";"765.4";"";"61";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"2.7";"";"";"";"";"";"";"-10.2";"Осадков нет";"12";"";"";"";"";
"07.03.2024 18:00";"0.9";"751.9";"765.6";"";"47";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.2";"Осадков нет";"12";"";"";"";"";
"07.03.2024 15:00";"2.5";"752.8";"766.5";"";"42";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.2";"";"";"";"";"";"";
"07.03.2024 12:00";"0.5";"753.9";"767.7";"";"41";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-11.3";"";"";"";"";"";"";
"07.03.2024 09:00";"-10.0";"754.9";"769.3";"";"84";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-16.8";"";"";"";"";"";"";"";"-12.2";"Осадков нет";"12";"";"";"";"";
"07.03.2024 06:00";"-16.0";"755.5";"770.1";"";"88";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-16.1";"";"";"";"";"";"";"";"-17.6";"Осадков нет";"12";"";"";"";"";
